type,level,skill,topics,japanese,meaning,onyomi,kunyomi,source,source_ref,tags
kanji,N4,kanji,verbs,追,chase,ツイ,お(う),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,verbs,定,determine; fixed,テイ、ジョウ,さだ(める)、さだ(まる)、さだ(か),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,places,庭,garden,テイ,にわ,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,nouns,笛,flute; whistle,テキ,ふえ,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,nature,鉄,iron,テツ,-,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,verbs,転,roll; turn,テン,ころ(がる)、ころ(げる)、ころ(がす)、ころ(ぶ),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,places,都,capital; metropolis,ト、ツ,みやこ,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,度,degree; times,ド、ト、タク,たび,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,verbs,投,throw,トウ,な(げる),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,food,豆,bean,トウ、ズ,まめ,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,places,島,island,トウ,しま,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,nouns,湯,hot water,トウ,ゆ,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,verbs,登,climb,トウ、ト,のぼ(る),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,等,etc.; equal,トウ,ひと(しい)、など,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,verbs,動,move,ドウ,うご(く)、うご(かす),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,places,堂,hall,ドウ,-,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,verbs,働,work,ドウ,はたら(く),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,特,special,トク,-,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,verbs,得,gain; profit,トク,え(る)、う(る),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,毒,poison,ドク,-,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,body,熱,heat; fever,ネツ,あつ(い),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,念,sense; thought,ネン,-,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,nature,波,wave,ハ,なみ,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,verbs,配,distribute,ハイ,くば(る),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,倍,times; -fold,バイ,-,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,nouns,箱,box,-,はこ,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,nature,畑,field,-,はたけ、はた,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,verbs,発,departure; emit,ハツ、ホツ,-,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,反,opposite,ハン、ホン、タン,そ(る)、そ(らす),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,nature,坂,slope,ハン,さか,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,nouns,板,board,ハン、バン,いた,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,body,皮,skin; leather,ヒ,かわ,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,adjectives,悲,sad,ヒ,かな(しい)、かな(しむ),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,adjectives,美,beautiful,ビ,うつく(しい),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,body,鼻,nose,ビ,はな,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,nouns,筆,writing brush,ヒツ,ふで,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,nature,氷,ice,ヒョウ,こおり、ひ,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,表,surface; table,ヒョウ,おもて、あらわ(す)、あらわ(れる),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,time,秒,second (time),ビョウ,-,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,body,病,illness,ビョウ、ヘイ,や(む)、やまい,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,nouns,品,goods; item,ヒン,しな,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,verbs,負,lose; carry,フ,ま(ける)、ま(かす)、お(う),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,部,part; section,ブ,-,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,clothing,服,clothes,フク,-,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,福,good fortune,フク,-,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,nouns,物,thing,ブツ、モツ,もの,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,平,flat; peace,ヘイ、ビョウ,たい(ら)、ひら,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,verbs,返,return,ヘン,かえ(す)、かえ(る),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,school,勉,exertion; study,ベン,-,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,verbs,放,release,ホウ,はな(す)、はな(つ)、はな(れる)、ほう(る),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,food,味,taste,ミ,あじ、あじ(わう),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,命,life; order,メイ、ミョウ,いのち,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,adjectives,明,bright,メイ、ミョウ,あか(るい)、あ(かり)、あ(ける)、あき(らか)、あ(く)、あ(くる),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,verbs,鳴,cry; sound (animal),メイ,な(く)、な(る)、な(らす),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,body,毛,hair; fur,モウ,け,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,places,門,gate,モン,かど,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,役,role; duty,ヤク、エキ,-,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,有,exist; have,ユウ、ウ,あ(る),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,由,reason; cause,ユ、ユウ、ユイ,よし,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,food,油,oil,ユ,あぶら,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,places,洋,ocean; Western,ヨウ,-,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,様,manner; Mr./Mrs.,ヨウ,さま,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,verbs,落,fall,ラク,お(ちる)、お(とす),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,利,benefit; advantage,リ,き(く),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,travel,旅,travel,リョ,たび,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,料,fee; material,リョウ,-,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,verbs,流,flow,リュウ、ル,なが(れる)、なが(す),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,量,amount,リョウ,はか(る),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,礼,bow; gratitude,レイ、ライ,-,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,nouns,列,row; line,レツ,-,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,verbs,練,practice; train,レン,ね(る),JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,places,路,road,ロ,じ,JLPT N4 Kanji List,https://www.tanos.co.uk,
kanji,N4,kanji,abstract,和,harmony; Japan,ワ、オ,やわ(らぐ)、やわ(らげる)、なご(む)、なご(やか),JLPT N4 Kanji List,https://www.tanos.co.uk,
